,country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation
11466,Bulgaria,2004,male,15-24 years,40,548773,7.29,Bulgaria2004,,25957970922,3485,Millenials
11467,Bulgaria,2004,female,35-54 years,75,1094568,6.85,Bulgaria2004,,25957970922,3485,Boomers
11468,Bulgaria,2004,female,25-34 years,14,560854,2.5,Bulgaria2004,,25957970922,3485,Generation X
11469,Bulgaria,2004,female,15-24 years,12,520846,2.3,Bulgaria2004,,25957970922,3485,Millenials
11470,Bulgaria,2004,male,5-14 years,5,387953,1.29,Bulgaria2004,,25957970922,3485,Millenials
11471,Bulgaria,2004,female,5-14 years,3,367936,0.82,Bulgaria2004,,25957970922,3485,Millenials
11472,Chile,1988,male,75+ years,29,106000,27.36,Chile1988,,26040229793,2303,G.I. Generation
11473,Chile,1988,male,55-74 years,101,566000,17.84,Chile1988,,26040229793,2303,G.I. Generation
11474,Chile,1988,male,25-34 years,160,1095000,14.61,Chile1988,,26040229793,2303,Boomers
11475,Chile,1988,male,35-54 years,173,1272000,13.6,Chile1988,,26040229793,2303,Silent
11476,Chile,1988,male,15-24 years,112,1259000,8.9,Chile1988,,26040229793,2303,Generation X
11477,Chile,1988,female,15-24 years,38,1233000,3.08,Chile1988,,26040229793,2303,Generation X
11478,Chile,1988,female,55-74 years,19,697000,2.73,Chile1988,,26040229793,2303,G.I. Generation
11479,Chile,1988,female,35-54 years,32,1329000,2.41,Chile1988,,26040229793,2303,Silent
11480,Chile,1988,female,75+ years,3,172000,1.74,Chile1988,,26040229793,2303,G.I. Generation
11481,Chile,1988,female,25-34 years,19,1090000,1.74,Chile1988,,26040229793,2303,Boomers
11482,Chile,1988,female,5-14 years,6,1224000,0.49,Chile1988,,26040229793,2303,Generation X
11483,Chile,1988,male,5-14 years,5,1263000,0.4,Chile1988,,26040229793,2303,Generation X
11484,Lithuania,2005,male,55-74 years,289,271641,106.39,Lithuania2005,0.8059999999999999,26125575942,8229,Silent
11485,Lithuania,2005,male,35-54 years,469,453800,103.35,Lithuania2005,0.8059999999999999,26125575942,8229,Boomers
11486,Lithuania,2005,male,75+ years,52,62849,82.74,Lithuania2005,0.8059999999999999,26125575942,8229,Silent
11487,Lithuania,2005,male,25-34 years,172,221170,77.77,Lithuania2005,0.8059999999999999,26125575942,8229,Generation X
11488,Lithuania,2005,male,15-24 years,100,249053,40.15,Lithuania2005,0.8059999999999999,26125575942,8229,Millenials
11489,Lithuania,2005,female,75+ years,34,154994,21.94,Lithuania2005,0.8059999999999999,26125575942,8229,Silent
11490,Lithuania,2005,female,55-74 years,86,393282,21.87,Lithuania2005,0.8059999999999999,26125575942,8229,Silent
11491,Lithuania,2005,female,35-54 years,84,492082,17.07,Lithuania2005,0.8059999999999999,26125575942,8229,Boomers
11492,Lithuania,2005,female,25-34 years,19,223982,8.48,Lithuania2005,0.8059999999999999,26125575942,8229,Generation X
11493,Lithuania,2005,female,15-24 years,11,240386,4.58,Lithuania2005,0.8059999999999999,26125575942,8229,Millenials
11494,Lithuania,2005,male,5-14 years,2,211022,0.95,Lithuania2005,0.8059999999999999,26125575942,8229,Millenials
11495,Lithuania,2005,female,5-14 years,1,200467,0.5,Lithuania2005,0.8059999999999999,26125575942,8229,Millenials
11496,Latvia,2009,male,75+ years,30,42997,69.77,Latvia2009,,26169854045,12890,Silent
11497,Latvia,2009,male,55-74 years,114,187062,60.94,Latvia2009,,26169854045,12890,Silent
11498,Latvia,2009,male,35-54 years,167,288988,57.79,Latvia2009,,26169854045,12890,Boomers
11499,Latvia,2009,male,25-34 years,67,149365,44.86,Latvia2009,,26169854045,12890,Generation X
11500,Latvia,2009,male,15-24 years,38,158564,23.97,Latvia2009,,26169854045,12890,Millenials
11501,Latvia,2009,female,75+ years,26,119092,21.83,Latvia2009,,26169854045,12890,Silent
11502,Latvia,2009,female,55-74 years,30,281813,10.65,Latvia2009,,26169854045,12890,Silent
11503,Latvia,2009,female,35-54 years,33,313995,10.51,Latvia2009,,26169854045,12890,Boomers
11504,Latvia,2009,female,25-34 years,8,145144,5.51,Latvia2009,,26169854045,12890,Generation X
11505,Latvia,2009,female,15-24 years,3,152210,1.97,Latvia2009,,26169854045,12890,Millenials
11506,Latvia,2009,female,5-14 years,0,93081,0.0,Latvia2009,,26169854045,12890,Generation Z
11507,Latvia,2009,male,5-14 years,0,98005,0.0,Latvia2009,,26169854045,12890,Generation Z
11508,Estonia,2014,male,75+ years,26,33259,78.17,Estonia2014,0.861,26224622451,21117,Silent
11509,Estonia,2014,male,55-74 years,50,124940,40.02,Estonia2014,0.861,26224622451,21117,Boomers
11510,Estonia,2014,male,25-34 years,39,97957,39.81,Estonia2014,0.861,26224622451,21117,Millenials
11511,Estonia,2014,male,35-54 years,57,177676,32.08,Estonia2014,0.861,26224622451,21117,Generation X
11512,Estonia,2014,male,15-24 years,19,73521,25.84,Estonia2014,0.861,26224622451,21117,Millenials
11513,Estonia,2014,female,75+ years,13,84886,15.31,Estonia2014,0.861,26224622451,21117,Silent
11514,Estonia,2014,female,35-54 years,16,180093,8.88,Estonia2014,0.861,26224622451,21117,Generation X
11515,Estonia,2014,female,25-34 years,8,92159,8.68,Estonia2014,0.861,26224622451,21117,Millenials
11516,Estonia,2014,female,55-74 years,10,172116,5.81,Estonia2014,0.861,26224622451,21117,Boomers
11517,Estonia,2014,male,5-14 years,2,69999,2.86,Estonia2014,0.861,26224622451,21117,Generation Z
11518,Estonia,2014,female,15-24 years,1,69127,1.45,Estonia2014,0.861,26224622451,21117,Millenials
11519,Estonia,2014,female,5-14 years,0,66119,0.0,Estonia2014,0.861,26224622451,21117,Generation Z
11520,Serbia,2005,male,75+ years,195,180107,108.27,Serbia2005,0.741,26252007830,3719,Silent
11521,Serbia,2005,male,55-74 years,382,773127,49.41,Serbia2005,0.741,26252007830,3719,Silent
11522,Serbia,2005,female,75+ years,103,286007,36.01,Serbia2005,0.741,26252007830,3719,Silent
11523,Serbia,2005,male,35-54 years,295,1054508,27.98,Serbia2005,0.741,26252007830,3719,Boomers
11524,Serbia,2005,female,55-74 years,172,907793,18.95,Serbia2005,0.741,26252007830,3719,Silent
11525,Serbia,2005,male,25-34 years,86,509858,16.87,Serbia2005,0.741,26252007830,3719,Generation X
11526,Serbia,2005,female,35-54 years,114,1078540,10.57,Serbia2005,0.741,26252007830,3719,Boomers
11527,Serbia,2005,male,15-24 years,45,499116,9.02,Serbia2005,0.741,26252007830,3719,Millenials
11528,Serbia,2005,female,25-34 years,30,501034,5.99,Serbia2005,0.741,26252007830,3719,Generation X
11529,Serbia,2005,female,15-24 years,12,478193,2.51,Serbia2005,0.741,26252007830,3719,Millenials
11530,Serbia,2005,male,5-14 years,3,405216,0.74,Serbia2005,0.741,26252007830,3719,Millenials
11531,Serbia,2005,female,5-14 years,0,385483,0.0,Serbia2005,0.741,26252007830,3719,Millenials
11532,Romania,1993,male,35-54 years,943,2869900,32.86,Romania1993,,26362894737,1237,Boomers
11533,Romania,1993,male,75+ years,101,318400,31.72,Romania1993,,26362894737,1237,G.I. Generation
11534,Romania,1993,male,55-74 years,607,1993400,30.45,Romania1993,,26362894737,1237,Silent
11535,Romania,1993,male,25-34 years,326,1508500,21.61,Romania1993,,26362894737,1237,Boomers
11536,Romania,1993,female,75+ years,62,516800,12.0,Romania1993,,26362894737,1237,G.I. Generation
11537,Romania,1993,male,15-24 years,197,1960800,10.05,Romania1993,,26362894737,1237,Generation X
11538,Romania,1993,female,55-74 years,217,2366500,9.17,Romania1993,,26362894737,1237,Silent
11539,Romania,1993,female,35-54 years,194,2917900,6.65,Romania1993,,26362894737,1237,Boomers
11540,Romania,1993,female,25-34 years,51,1468500,3.47,Romania1993,,26362894737,1237,Boomers
11541,Romania,1993,female,15-24 years,57,1886900,3.02,Romania1993,,26362894737,1237,Generation X
11542,Romania,1993,male,5-14 years,17,1786000,0.95,Romania1993,,26362894737,1237,Millenials
11543,Romania,1993,female,5-14 years,2,1714000,0.12,Romania1993,,26362894737,1237,Millenials
11544,Puerto Rico,1988,male,75+ years,31,51200,60.55,Puerto Rico1988,,26385800000,8155,G.I. Generation
11545,Puerto Rico,1988,male,55-74 years,61,203700,29.95,Puerto Rico1988,,26385800000,8155,G.I. Generation
11546,Puerto Rico,1988,male,35-54 years,97,352800,27.49,Puerto Rico1988,,26385800000,8155,Silent
11547,Puerto Rico,1988,male,25-34 years,60,248400,24.15,Puerto Rico1988,,26385800000,8155,Boomers
11548,Puerto Rico,1988,male,15-24 years,32,354000,9.04,Puerto Rico1988,,26385800000,8155,Generation X
11549,Puerto Rico,1988,female,55-74 years,7,232000,3.02,Puerto Rico1988,,26385800000,8155,G.I. Generation
11550,Puerto Rico,1988,female,35-54 years,11,404000,2.72,Puerto Rico1988,,26385800000,8155,Silent
11551,Puerto Rico,1988,female,25-34 years,7,279800,2.5,Puerto Rico1988,,26385800000,8155,Boomers
11552,Puerto Rico,1988,female,15-24 years,4,349700,1.14,Puerto Rico1988,,26385800000,8155,Generation X
11553,Puerto Rico,1988,male,5-14 years,3,356100,0.84,Puerto Rico1988,,26385800000,8155,Generation X
11554,Puerto Rico,1988,female,5-14 years,1,343400,0.29,Puerto Rico1988,,26385800000,8155,Generation X
11555,Puerto Rico,1988,female,75+ years,0,60500,0.0,Puerto Rico1988,,26385800000,8155,G.I. Generation
11556,Costa Rica,2007,male,35-54 years,90,552299,16.3,Costa Rica2007,,26743874206,6661,Boomers
11557,Costa Rica,2007,male,25-34 years,53,342197,15.49,Costa Rica2007,,26743874206,6661,Generation X
11558,Costa Rica,2007,male,55-74 years,32,245529,13.03,Costa Rica2007,,26743874206,6661,Silent
11559,Costa Rica,2007,male,15-24 years,46,414675,11.09,Costa Rica2007,,26743874206,6661,Millenials
11560,Costa Rica,2007,male,75+ years,4,50648,7.9,Costa Rica2007,,26743874206,6661,Silent
11561,Costa Rica,2007,female,15-24 years,20,399875,5.0,Costa Rica2007,,26743874206,6661,Millenials
11562,Costa Rica,2007,female,25-34 years,11,337810,3.26,Costa Rica2007,,26743874206,6661,Generation X
11563,Costa Rica,2007,female,35-54 years,9,561684,1.6,Costa Rica2007,,26743874206,6661,Boomers
11564,Costa Rica,2007,female,55-74 years,3,255955,1.17,Costa Rica2007,,26743874206,6661,Silent
11565,Costa Rica,2007,female,5-14 years,1,386007,0.26,Costa Rica2007,,26743874206,6661,Generation Z
11566,Costa Rica,2007,male,5-14 years,1,403466,0.25,Costa Rica2007,,26743874206,6661,Generation Z
11567,Costa Rica,2007,female,75+ years,0,65096,0.0,Costa Rica2007,,26743874206,6661,Silent
11568,Croatia,2002,male,75+ years,84,77800,107.97,Croatia2002,,26878499206,6373,Silent
11569,Croatia,2002,male,55-74 years,226,427000,52.93,Croatia2002,,26878499206,6373,Silent
11570,Croatia,2002,female,75+ years,54,172600,31.29,Croatia2002,,26878499206,6373,Silent
11571,Croatia,2002,male,35-54 years,199,647500,30.73,Croatia2002,,26878499206,6373,Boomers
11572,Croatia,2002,male,25-34 years,82,297500,27.56,Croatia2002,,26878499206,6373,Generation X
11573,Croatia,2002,male,15-24 years,53,308300,17.19,Croatia2002,,26878499206,6373,Millenials
11574,Croatia,2002,female,55-74 years,88,530100,16.6,Croatia2002,,26878499206,6373,Silent
11575,Croatia,2002,female,35-54 years,54,649700,8.31,Croatia2002,,26878499206,6373,Boomers
11576,Croatia,2002,female,25-34 years,21,293800,7.15,Croatia2002,,26878499206,6373,Generation X
11577,Croatia,2002,female,15-24 years,13,295800,4.39,Croatia2002,,26878499206,6373,Millenials
11578,Croatia,2002,female,5-14 years,0,252500,0.0,Croatia2002,,26878499206,6373,Millenials
11579,Croatia,2002,male,5-14 years,0,264700,0.0,Croatia2002,,26878499206,6373,Millenials
11580,Kazakhstan,1990,male,75+ years,82,102200,80.23,Kazakhstan1990,0.69,26932728899,1823,G.I. Generation
11581,Kazakhstan,1990,male,35-54 years,925,1735100,53.31,Kazakhstan1990,0.69,26932728899,1823,Silent
11582,Kazakhstan,1990,male,55-74 years,356,706400,50.4,Kazakhstan1990,0.69,26932728899,1823,G.I. Generation
11583,Kazakhstan,1990,male,25-34 years,602,1455200,41.37,Kazakhstan1990,0.69,26932728899,1823,Boomers
11584,Kazakhstan,1990,female,75+ years,85,291100,29.2,Kazakhstan1990,0.69,26932728899,1823,G.I. Generation
11585,Kazakhstan,1990,male,15-24 years,375,1425100,26.31,Kazakhstan1990,0.69,26932728899,1823,Generation X
11586,Kazakhstan,1990,female,55-74 years,188,1060900,17.72,Kazakhstan1990,0.69,26932728899,1823,G.I. Generation
11587,Kazakhstan,1990,female,15-24 years,170,1338900,12.7,Kazakhstan1990,0.69,26932728899,1823,Generation X
11588,Kazakhstan,1990,female,35-54 years,225,1845400,12.19,Kazakhstan1990,0.69,26932728899,1823,Silent
11589,Kazakhstan,1990,female,25-34 years,104,1453700,7.15,Kazakhstan1990,0.69,26932728899,1823,Boomers
11590,Kazakhstan,1990,male,5-14 years,53,1698000,3.12,Kazakhstan1990,0.69,26932728899,1823,Generation X
11591,Kazakhstan,1990,female,5-14 years,7,1661900,0.42,Kazakhstan1990,0.69,26932728899,1823,Generation X
11592,Latvia,2015,male,75+ years,33,51293,64.34,Latvia2015,,26972863394,14382,Silent
11593,Latvia,2015,male,55-74 years,94,190621,49.31,Latvia2015,,26972863394,14382,Boomers
11594,Latvia,2015,male,35-54 years,106,262740,40.34,Latvia2015,,26972863394,14382,Generation X
11595,Latvia,2015,male,25-34 years,48,143639,33.42,Latvia2015,,26972863394,14382,Millenials
11596,Latvia,2015,male,15-24 years,24,105890,22.67,Latvia2015,,26972863394,14382,Millenials
11597,Latvia,2015,female,75+ years,22,134138,16.4,Latvia2015,,26972863394,14382,Silent
11598,Latvia,2015,female,55-74 years,30,274200,10.94,Latvia2015,,26972863394,14382,Boomers
11599,Latvia,2015,female,35-54 years,24,279553,8.59,Latvia2015,,26972863394,14382,Generation X
11600,Latvia,2015,female,15-24 years,3,100065,3.0,Latvia2015,,26972863394,14382,Millenials
11601,Latvia,2015,female,25-34 years,2,136399,1.47,Latvia2015,,26972863394,14382,Millenials
11602,Latvia,2015,male,5-14 years,1,100914,0.99,Latvia2015,,26972863394,14382,Generation Z
11603,Latvia,2015,female,5-14 years,0,96070,0.0,Latvia2015,,26972863394,14382,Generation Z
11604,Panama,2009,male,25-34 years,44,289198,15.21,Panama2009,,27116635600,8436,Generation X
11605,Panama,2009,male,55-74 years,27,182355,14.81,Panama2009,,27116635600,8436,Silent
11606,Panama,2009,male,35-54 years,42,428945,9.79,Panama2009,,27116635600,8436,Boomers
11607,Panama,2009,male,15-24 years,29,317792,9.13,Panama2009,,27116635600,8436,Millenials
11608,Panama,2009,male,75+ years,4,43998,9.09,Panama2009,,27116635600,8436,Silent
11609,Panama,2009,female,15-24 years,16,307454,5.2,Panama2009,,27116635600,8436,Millenials
11610,Panama,2009,female,55-74 years,3,192158,1.56,Panama2009,,27116635600,8436,Silent
11611,Panama,2009,female,25-34 years,4,282846,1.41,Panama2009,,27116635600,8436,Generation X
11612,Panama,2009,female,35-54 years,4,430632,0.93,Panama2009,,27116635600,8436,Boomers
11613,Panama,2009,male,5-14 years,3,350210,0.86,Panama2009,,27116635600,8436,Generation Z
11614,Panama,2009,female,5-14 years,1,337598,0.3,Panama2009,,27116635600,8436,Generation Z
11615,Panama,2009,female,75+ years,0,51327,0.0,Panama2009,,27116635600,8436,Silent
11616,Portugal,1985,male,75+ years,89,160554,55.43,Portugal1985,0.6759999999999999,27118476174,2912,G.I. Generation
11617,Portugal,1985,male,55-74 years,245,805542,30.41,Portugal1985,0.6759999999999999,27118476174,2912,G.I. Generation
11618,Portugal,1985,male,35-54 years,185,1103803,16.76,Portugal1985,0.6759999999999999,27118476174,2912,Silent
11619,Portugal,1985,female,75+ years,39,288221,13.53,Portugal1985,0.6759999999999999,27118476174,2912,G.I. Generation
11620,Portugal,1985,male,25-34 years,87,703271,12.37,Portugal1985,0.6759999999999999,27118476174,2912,Boomers
11621,Portugal,1985,female,55-74 years,98,982911,9.97,Portugal1985,0.6759999999999999,27118476174,2912,G.I. Generation
11622,Portugal,1985,male,15-24 years,81,849013,9.54,Portugal1985,0.6759999999999999,27118476174,2912,Generation X
11623,Portugal,1985,female,35-54 years,77,1216115,6.33,Portugal1985,0.6759999999999999,27118476174,2912,Silent
11624,Portugal,1985,female,15-24 years,41,832177,4.93,Portugal1985,0.6759999999999999,27118476174,2912,Generation X
11625,Portugal,1985,female,25-34 years,31,712806,4.35,Portugal1985,0.6759999999999999,27118476174,2912,Boomers
11626,Portugal,1985,male,5-14 years,6,846549,0.71,Portugal1985,0.6759999999999999,27118476174,2912,Generation X
11627,Portugal,1985,female,5-14 years,4,812968,0.49,Portugal1985,0.6759999999999999,27118476174,2912,Generation X
11628,Kuwait,1995,male,15-24 years,5,142900,3.5,Kuwait1995,0.752,27191689008,17995,Generation X
11629,Kuwait,1995,male,25-34 years,9,292900,3.07,Kuwait1995,0.752,27191689008,17995,Generation X
11630,Kuwait,1995,male,35-54 years,7,303300,2.31,Kuwait1995,0.752,27191689008,17995,Boomers
11631,Kuwait,1995,female,35-54 years,2,128200,1.56,Kuwait1995,0.752,27191689008,17995,Boomers
11632,Kuwait,1995,female,25-34 years,2,138600,1.44,Kuwait1995,0.752,27191689008,17995,Generation X
11633,Kuwait,1995,female,15-24 years,1,116400,0.86,Kuwait1995,0.752,27191689008,17995,Generation X
11634,Kuwait,1995,female,5-14 years,0,155100,0.0,Kuwait1995,0.752,27191689008,17995,Millenials
11635,Kuwait,1995,female,55-74 years,0,23300,0.0,Kuwait1995,0.752,27191689008,17995,Silent
11636,Kuwait,1995,female,75+ years,0,2600,0.0,Kuwait1995,0.752,27191689008,17995,G.I. Generation
11637,Kuwait,1995,male,5-14 years,0,160900,0.0,Kuwait1995,0.752,27191689008,17995,Millenials
11638,Kuwait,1995,male,55-74 years,0,43700,0.0,Kuwait1995,0.752,27191689008,17995,Silent
11639,Kuwait,1995,male,75+ years,0,3200,0.0,Kuwait1995,0.752,27191689008,17995,G.I. Generation
11640,Guatemala,2005,male,75+ years,8,89636,8.92,Guatemala2005,0.5760000000000001,27211377225,2450,Silent
11641,Guatemala,2005,male,25-34 years,42,867772,4.84,Guatemala2005,0.5760000000000001,27211377225,2450,Generation X
11642,Guatemala,2005,male,35-54 years,43,902079,4.77,Guatemala2005,0.5760000000000001,27211377225,2450,Boomers
11643,Guatemala,2005,male,15-24 years,61,1347811,4.53,Guatemala2005,0.5760000000000001,27211377225,2450,Millenials
11644,Guatemala,2005,male,55-74 years,17,398755,4.26,Guatemala2005,0.5760000000000001,27211377225,2450,Silent
11645,Guatemala,2005,female,15-24 years,40,1358448,2.94,Guatemala2005,0.5760000000000001,27211377225,2450,Millenials
11646,Guatemala,2005,female,25-34 years,11,960871,1.14,Guatemala2005,0.5760000000000001,27211377225,2450,Generation X
11647,Guatemala,2005,female,35-54 years,4,1074912,0.37,Guatemala2005,0.5760000000000001,27211377225,2450,Boomers
11648,Guatemala,2005,male,5-14 years,6,1799665,0.33,Guatemala2005,0.5760000000000001,27211377225,2450,Millenials
11649,Guatemala,2005,female,5-14 years,5,1743164,0.29,Guatemala2005,0.5760000000000001,27211377225,2450,Millenials
11650,Guatemala,2005,female,55-74 years,1,453146,0.22,Guatemala2005,0.5760000000000001,27211377225,2450,Silent
11651,Guatemala,2005,female,75+ years,0,108647,0.0,Guatemala2005,0.5760000000000001,27211377225,2450,Silent
11652,Cyprus,2011,male,35-54 years,12,108755,11.03,Cyprus2011,0.852,27427161523,34249,Generation X
11653,Cyprus,2011,male,55-74 years,8,77047,10.38,Cyprus2011,0.852,27427161523,34249,Boomers
11654,Cyprus,2011,male,75+ years,2,19308,10.36,Cyprus2011,0.852,27427161523,34249,Silent
11655,Cyprus,2011,male,15-24 years,3,67311,4.46,Cyprus2011,0.852,27427161523,34249,Millenials
11656,Cyprus,2011,female,75+ years,1,25937,3.86,Cyprus2011,0.852,27427161523,34249,Silent
11657,Cyprus,2011,female,35-54 years,3,122543,2.45,Cyprus2011,0.852,27427161523,34249,Generation X
11658,Cyprus,2011,female,55-74 years,1,80672,1.24,Cyprus2011,0.852,27427161523,34249,Boomers
11659,Cyprus,2011,female,15-24 years,0,64690,0.0,Cyprus2011,0.852,27427161523,34249,Millenials
11660,Cyprus,2011,female,25-34 years,0,73838,0.0,Cyprus2011,0.852,27427161523,34249,Millenials
11661,Cyprus,2011,female,5-14 years,0,44757,0.0,Cyprus2011,0.852,27427161523,34249,Generation Z
11662,Cyprus,2011,male,25-34 years,0,68773,0.0,Cyprus2011,0.852,27427161523,34249,Millenials
11663,Cyprus,2011,male,5-14 years,0,47189,0.0,Cyprus2011,0.852,27427161523,34249,Generation Z
11664,Israel,1985,male,75+ years,24,66600,36.04,Israel1985,0.768,27493591484,7325,G.I. Generation
11665,Israel,1985,male,55-74 years,48,249100,19.27,Israel1985,0.768,27493591484,7325,G.I. Generation
11666,Israel,1985,female,75+ years,10,75500,13.25,Israel1985,0.768,27493591484,7325,G.I. Generation
11667,Israel,1985,male,35-54 years,41,396400,10.34,Israel1985,0.768,27493591484,7325,Silent
11668,Israel,1985,female,55-74 years,28,290900,9.63,Israel1985,0.768,27493591484,7325,G.I. Generation
11669,Israel,1985,male,25-34 years,27,324000,8.33,Israel1985,0.768,27493591484,7325,Boomers
11670,Israel,1985,male,15-24 years,19,368300,5.16,Israel1985,0.768,27493591484,7325,Generation X
11671,Israel,1985,female,35-54 years,19,412800,4.6,Israel1985,0.768,27493591484,7325,Silent
11672,Israel,1985,female,25-34 years,11,324700,3.39,Israel1985,0.768,27493591484,7325,Boomers
11673,Israel,1985,female,15-24 years,7,346200,2.02,Israel1985,0.768,27493591484,7325,Generation X
11674,Israel,1985,female,5-14 years,0,437800,0.0,Israel1985,0.768,27493591484,7325,Generation X
11675,Israel,1985,male,5-14 years,0,461200,0.0,Israel1985,0.768,27493591484,7325,Generation X
11676,Slovakia,1997,male,75+ years,32,74296,43.07,Slovakia1997,,27660149541,5468,G.I. Generation
11677,Slovakia,1997,male,35-54 years,259,735016,35.24,Slovakia1997,,27660149541,5468,Boomers
11678,Slovakia,1997,male,55-74 years,116,365411,31.75,Slovakia1997,,27660149541,5468,Silent
11679,Slovakia,1997,male,25-34 years,70,386309,18.12,Slovakia1997,,27660149541,5468,Generation X
11680,Slovakia,1997,male,15-24 years,46,471096,9.76,Slovakia1997,,27660149541,5468,Generation X
11681,Slovakia,1997,female,75+ years,13,138765,9.37,Slovakia1997,,27660149541,5468,G.I. Generation
11682,Slovakia,1997,female,55-74 years,32,484165,6.61,Slovakia1997,,27660149541,5468,Silent
11683,Slovakia,1997,female,35-54 years,44,748326,5.88,Slovakia1997,,27660149541,5468,Boomers
11684,Slovakia,1997,female,15-24 years,10,454003,2.2,Slovakia1997,,27660149541,5468,Generation X
11685,Slovakia,1997,female,25-34 years,7,375884,1.86,Slovakia1997,,27660149541,5468,Generation X
11686,Slovakia,1997,male,5-14 years,1,421702,0.24,Slovakia1997,,27660149541,5468,Millenials
11687,Slovakia,1997,female,5-14 years,0,403416,0.0,Slovakia1997,,27660149541,5468,Millenials
11688,Slovakia,1996,male,75+ years,29,70501,41.13,Slovakia1996,,27821913815,5529,G.I. Generation
11689,Slovakia,1996,male,55-74 years,136,366561,37.1,Slovakia1996,,27821913815,5529,Silent
11690,Slovakia,1996,male,35-54 years,242,723992,33.43,Slovakia1996,,27821913815,5529,Boomers
11691,Slovakia,1996,male,25-34 years,89,384759,23.13,Slovakia1996,,27821913815,5529,Generation X
11692,Slovakia,1996,male,15-24 years,62,466866,13.28,Slovakia1996,,27821913815,5529,Generation X
11693,Slovakia,1996,female,75+ years,10,131422,7.61,Slovakia1996,,27821913815,5529,G.I. Generation
11694,Slovakia,1996,female,35-54 years,50,739024,6.77,Slovakia1996,,27821913815,5529,Boomers
11695,Slovakia,1996,female,55-74 years,30,485389,6.18,Slovakia1996,,27821913815,5529,Silent
11696,Slovakia,1996,female,25-34 years,9,374451,2.4,Slovakia1996,,27821913815,5529,Generation X
11697,Slovakia,1996,male,5-14 years,8,428880,1.87,Slovakia1996,,27821913815,5529,Millenials
11698,Slovakia,1996,female,15-24 years,5,450138,1.11,Slovakia1996,,27821913815,5529,Generation X
11699,Slovakia,1996,female,5-14 years,2,410453,0.49,Slovakia1996,,27821913815,5529,Millenials
11700,Cyprus,2008,male,35-54 years,16,104052,15.38,Cyprus2008,,27839460964,37267,Boomers
11701,Cyprus,2008,male,25-34 years,7,58499,11.97,Cyprus2008,,27839460964,37267,Generation X
11702,Cyprus,2008,male,75+ years,2,18436,10.85,Cyprus2008,,27839460964,37267,Silent
11703,Cyprus,2008,female,25-34 years,3,62348,4.81,Cyprus2008,,27839460964,37267,Generation X
11704,Cyprus,2008,male,15-24 years,3,64765,4.63,Cyprus2008,,27839460964,37267,Millenials
11705,Cyprus,2008,female,35-54 years,5,112837,4.43,Cyprus2008,,27839460964,37267,Boomers
11706,Cyprus,2008,male,55-74 years,3,69949,4.29,Cyprus2008,,27839460964,37267,Silent
11707,Cyprus,2008,female,55-74 years,2,73788,2.71,Cyprus2008,,27839460964,37267,Silent
11708,Cyprus,2008,female,15-24 years,0,61894,0.0,Cyprus2008,,27839460964,37267,Millenials
11709,Cyprus,2008,female,5-14 years,0,46407,0.0,Cyprus2008,,27839460964,37267,Generation Z
11710,Cyprus,2008,female,75+ years,0,25015,0.0,Cyprus2008,,27839460964,37267,Silent
11711,Cyprus,2008,male,5-14 years,0,49044,0.0,Cyprus2008,,27839460964,37267,Generation Z
11712,Trinidad and Tobago,2008,male,35-54 years,69,178781,38.59,Trinidad and Tobago2008,,27870257894,22857,Boomers
11713,Trinidad and Tobago,2008,male,55-74 years,30,87254,34.38,Trinidad and Tobago2008,,27870257894,22857,Silent
11714,Trinidad and Tobago,2008,male,25-34 years,37,110954,33.35,Trinidad and Tobago2008,,27870257894,22857,Generation X
11715,Trinidad and Tobago,2008,male,75+ years,3,14157,21.19,Trinidad and Tobago2008,,27870257894,22857,Silent
11716,Trinidad and Tobago,2008,male,15-24 years,23,120707,19.05,Trinidad and Tobago2008,,27870257894,22857,Millenials
11717,Trinidad and Tobago,2008,female,15-24 years,11,118363,9.29,Trinidad and Tobago2008,,27870257894,22857,Millenials
11718,Trinidad and Tobago,2008,female,35-54 years,15,180705,8.3,Trinidad and Tobago2008,,27870257894,22857,Boomers
11719,Trinidad and Tobago,2008,female,25-34 years,5,110394,4.53,Trinidad and Tobago2008,,27870257894,22857,Generation X
11720,Trinidad and Tobago,2008,female,75+ years,1,23393,4.27,Trinidad and Tobago2008,,27870257894,22857,Silent
11721,Trinidad and Tobago,2008,female,55-74 years,4,95285,4.2,Trinidad and Tobago2008,,27870257894,22857,Silent
11722,Trinidad and Tobago,2008,male,5-14 years,1,90838,1.1,Trinidad and Tobago2008,,27870257894,22857,Generation Z
11723,Trinidad and Tobago,2008,female,5-14 years,0,88505,0.0,Trinidad and Tobago2008,,27870257894,22857,Generation Z
11724,Ecuador,1998,male,25-34 years,113,970170,11.65,Ecuador1998,,27981896948,2626,Generation X
11725,Ecuador,1998,male,15-24 years,122,1204061,10.13,Ecuador1998,,27981896948,2626,Generation X
11726,Ecuador,1998,female,15-24 years,102,1176841,8.67,Ecuador1998,,27981896948,2626,Generation X
11727,Ecuador,1998,male,75+ years,8,100363,7.97,Ecuador1998,,27981896948,2626,G.I. Generation
11728,Ecuador,1998,male,35-54 years,87,1164711,7.47,Ecuador1998,,27981896948,2626,Boomers
11729,Ecuador,1998,male,55-74 years,29,464944,6.24,Ecuador1998,,27981896948,2626,Silent
